Flat profile: (luke: total time 52.6558)

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.86     0.00   242408     0.00     0.00  __gnu_cxx::__normal_iterator<luke::ObjectHandler::Contact*, std::vector<luke::ObjectHandler::Contact, std::allocator<luke::ObjectHandler::Contact> > >::base() const
  0.00      0.86     0.00   242408     0.00     0.00  luke::ObjectHandler::Contact const* std::__make_move_if_noexcept_iterator<luke::ObjectHandler::Contact, luke::ObjectHandler::Contact const*>(luke::ObjectHandler::Contact*)
  0.00      0.86     0.00   230208     0.00     0.00  __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&)
  0.00      0.86     0.00   230108     0.00     0.00  luke::Gripper::step_to(double, double, double)
  0.00      0.86     0.00   227543     0.00     0.00  std::vector<float, std::allocator<float> >::size() const
  0.00      0.86     0.00   227436     0.00     0.00  arma::Col<double>::~Col()
  0.00      0.86     0.00   190421     0.00     0.00  std::_Vector_base<luke::ObjectHandler::Contact, std::allocator<luke::ObjectHandler::Contact> >::_M_get_Tp_allocator()
  0.00      0.86     0.00   181806     0.00     0.00  __gnu_cxx::new_allocator<luke::ObjectHandler::Contact>::max_size() const
  0.00      0.86     0.00   165408     0.00     0.00  arma::Col<double>::Col(double*, unsigned long long, bool, bool)
  0.00      0.86     0.00   165408     0.00     0.00  arma::Mat<double>::Mat(double*, unsigned long long, unsigned long long, bool, bool)
  0.00      0.86     0.00   141546     0.00     0.00  luke::Gripper::update()
  0.00      0.86     0.00   133803     0.00     0.00  __gnu_cxx::new_allocator<float>::~new_allocator()
  0.00      0.86     0.00   133803     0.00     0.00  std::allocator<float>::~allocator()
  0.00      0.86     0.00   127159     0.00     0.00  __gnu_cxx::new_allocator<float>::max_size() const
  0.00      0.86     0.00   124056     0.00     0.00  arma::Proxy<arma::Col<double> >::Proxy(arma::Col<double> const&)
  0.00      0.86     0.00   122118     0.00     0.00  std::move_iterator<float*>::base() const
  0.00      0.86     0.00   122118     0.00     0.00  std::move_iterator<float*>::move_iterator(float*)
  0.00      0.86     0.00   122118     0.00     0.00  decltype (__miter_base(({parm#1}.base)())) std::__miter_base<float*>(std::move_iterator<float*>)
  0.00      0.86     0.00   122118     0.00     0.00  float* std::__miter_base<float*>(float*)
  0.00      0.86     0.00   121204     0.00     0.00  __gnu_cxx::__normal_iterator<luke::ObjectHandler::Contact*, std::vector<luke::ObjectHandler::Contact, std::allocator<luke::ObjectHandler::Contact> > >::__normal_iterator(luke::ObjectHandler::Contact* const&)
