Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  9.59      0.07     0.07   344623     0.00     0.00  luke::update_state(mjModel_ const*, mjData_*)
  8.90      0.14     0.07  6892500     0.00     0.00  luke::QPos::update(mjModel_ const*, mjData_ const*, int)
  8.22      0.20     0.06 31215536     0.00     0.00  std::vector<int, std::allocator<int> >::operator[](unsigned long)
  8.22      0.26     0.06  8830375     0.00     0.00  luke::myNum::myNum(int, int)
  6.85      0.31     0.05  6893040     0.00     0.00  std::vector<bool, std::allocator<bool> >::operator[](unsigned long)
  5.48      0.35     0.04 32738817     0.00     0.00  std::vector<double, std::allocator<double> >::operator[](unsigned long)
  4.11      0.38     0.03  1723000     0.00     0.00  MjType::Sensor::ready_to_read(double)
  2.74      0.40     0.02  1033869     0.00     0.00  luke::Gripper::set_th_rad(double)
  2.74      0.42     0.02   344623     0.00     0.00  luke::update_objects(mjModel_ const*, mjData_*)
  2.74      0.44     0.02   344600     0.00     0.00  luke::control_gripper(mjModel_ const*, mjData_*, luke::Gripper&)
  2.74      0.46     0.02     8615     0.00     0.01  luke::ObjectHandler::extract_forces_faster(mjModel_ const*, mjData_*)
  2.74      0.48     0.02      126     0.16     0.16  std::vector<double, std::allocator<double> >::size() const
  2.74      0.50     0.02                             luke::Gripper::get_th_deg()
  2.05      0.51     0.02  6893080     0.00     0.00  std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long)
  2.05      0.53     0.02  3687403     0.00     0.00  std::char_traits<char>::compare(char const*, char const*, unsigned long)
  1.37      0.54     0.01  6894524     0.00     0.00  std::vector<luke::QPos, std::allocator<luke::QPos> >::operator[](unsigned long)
  1.37      0.55     0.01  6893080     0.00     0.00  std::_Bit_iterator::operator*() const
  1.37      0.56     0.01  6893078     0.00     0.00  std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int)
  1.37      0.57     0.01  6892422     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const
  1.37      0.58     0.01  2298996     0.00     0.00  luke::ObjectHandler::Contact::involves(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)
  1.37      0.59     0.01  1165391     0.00     0.00  luke::Gripper::update_xy()
  1.37      0.60     0.01  1033918     0.00     0.00  std::vector<int, std::allocator<int> >::end()
  1.37      0.61     0.01  1033869     0.00     0.00  luke::Gripper::calc_y(double)
  1.37      0.62     0.01   410258     0.00     0.00  luke::myNum::myNum(luke::myNum const&)
  1.37      0.63     0.01   410074     0.00     0.00  double* std::__copy_move_a<false, double*, double*>(double*, double*, double*)
  1.37      0.64     0.01   344600     0.00     0.00  luke::control_base(mjModel_ const*, mjData_*)
  1.37      0.65     0.01   344600     0.00     0.00  luke::step(mjModel_*, mjData_*)
  1.37      0.66     0.01   124056     0.00     0.00  arma::Mat<double>::init_warm(unsigned long long, unsigned long long)
  1.37      0.67     0.01    87150     0.00     0.00  luke::Gripper::step_y(int)
  1.37      0.68     0.01    81777     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long)
  1.37      0.69     0.01    73248     0.00     0.00  __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >::__normal_iterator(float const* const&)
  1.37      0.70     0.01    41352     0.00     0.00  void arma::lapack::geqrf<double>(int*, int*, double*, int*, double*, double*, int*, int*)
  1.37      0.71     0.01    20676     0.00     0.00  luke::read_armadillo_gauge(mjData_ const*, int)
  1.37      0.72     0.01     1723     0.01     0.01  calc_rewards(MjType::EventTrack&, MjType::Settings&)
  0.68      0.72     0.01    97664     0.00     0.00  __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >::base() const
  0.68      0.73     0.01    34754     0.00     0.00  float* std::__copy_move_a<false, float const*, float*>(float const*, float const*, float*)
  0.68      0.73     0.01                             luke::operator*(luke::myNum, luke::myNum)
  0.00      0.73     0.00  9275285     0.00     0.00  luke::myNum::~myNum()
  0.00      0.73     0.00  7241836     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::size() const
  0.00      0.73     0.00  6893044     0.00     0.00  std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int)
  0.00      0.73     0.00  6893000     0.00     0.00  std::_Bit_reference::operator bool() const
  0.00      0.73     0.00  4214826     0.00     0.00  __gnu_cxx::__enable_if<std::__is_char<char>::__value, bool>::__type std::operator==<char>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.73     0.00  3446076     0.00     0.00  bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&)
  0.00      0.73     0.00  2412494     0.00     0.00  std::vector<int, std::allocator<int> >::size() const
  0.00      0.73     0.00  2412270     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++()
  0.00      0.73     0.00  2412270     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const
  0.00      0.73     0.00  2412200     0.00     0.00  std::abs(double)
  0.00      0.73     0.00  2067822     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&)
  0.00      0.73     0.00  1943544     0.00     0.00  void arma::arma_check<char [37]>(bool, char const (&) [37])
  0.00      0.73     0.00  1230298     0.00     0.00  double* std::__niter_base<double*>(double*)
  0.00      0.73     0.00  1169298     0.00     0.00  std::remove_reference<int&>::type&& std::move<int&>(int&)
  0.00      0.73     0.00  1165391     0.00     0.00  luke::Gripper::get_x_step()
  0.00      0.73     0.00  1165391     0.00     0.00  luke::Gripper::get_y_step()
  0.00      0.73     0.00  1165391     0.00     0.00  luke::Gripper::calc_max_fingertip_angle()
  0.00      0.73     0.00  1165391     0.00     0.00  luke::Gripper::calc_th(double, double)
  0.00      0.73     0.00  1076141     0.00     0.00  luke::Gripper::get_z_step()
  0.00      0.73     0.00  1076141     0.00     0.00  luke::Gripper::update_z()
  0.00      0.73     0.00  1033874     0.00     0.00  std::vector<int, std::allocator<int> >::begin()
  0.00      0.73     0.00  1033869     0.00     0.00  luke::Gripper::set_xyz_m_rad(double, double, double)
  0.00      0.73     0.00   820160     0.00     0.00  double* std::__miter_base<double*>(double*)
  0.00      0.73     0.00   767215     0.00     0.00  bool __gnu_cxx::__is_null_pointer<char>(char*)
  0.00      0.73     0.00   767215     0.00     0.00  void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag)
  0.00      0.73     0.00   767215     0.00     0.00  std::iterator_traits<char*>::difference_type std::__distance<char*>(char*, char*, std::random_access_iterator_tag)
  0.00      0.73     0.00   767215     0.00     0.00  std::iterator_traits<char*>::iterator_category std::__iterator_category<char*>(char* const&)
  0.00      0.73     0.00   767215     0.00     0.00  std::iterator_traits<char*>::difference_type std::distance<char*>(char*, char*)
  0.00      0.73     0.00   584649     0.00     0.00  std::remove_reference<double*&>::type&& std::move<double*&>(double*&)
  0.00      0.73     0.00   418873     0.00     0.00  luke::myNum::size() const
  0.00      0.73     0.00   411712     0.00     0.00  std::vector<float, std::allocator<float> >::operator[](unsigned long)
  0.00      0.73     0.00   410090     0.00     0.00  double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*)
  0.00      0.73     0.00   410074     0.00     0.00  double* std::__copy_move_a2<false, double*, double*>(double*, double*, double*)
  0.00      0.73     0.00   410074     0.00     0.00  double* std::copy<double*, double*>(double*, double*, double*)
  0.00      0.73     0.00   389766     0.00     0.00  std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int> >, std::is_move_constructible<int>, std::is_move_assignable<int> >::value, void>::type std::swap<int>(int&, int&)
  0.00      0.73     0.00   383166     0.00     0.00  luke::ObjectHandler::Contact::check_involves(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)
  0.00      0.73     0.00   383166     0.00     0.00  luke::ObjectHandler::Contact::with_any()
  0.00      0.73     0.00   361830     0.00     0.00  luke::Forces::All::~All()
  0.00      0.73     0.00   361830     0.00     0.00  luke::Forces::Gnd::~Gnd()
  0.00      0.73     0.00   361830     0.00     0.00  luke::Forces::Obj::~Obj()
  0.00      0.73     0.00   361830     0.00     0.00  luke::Forces::~Forces()
  0.00      0.73     0.00   353215     0.00     0.00  luke::Forces::All::All()
  0.00      0.73     0.00   353215     0.00     0.00  luke::Forces::Gnd::Gnd()
  0.00      0.73     0.00   353215     0.00     0.00  luke::Forces::Obj::Obj()
  0.00      0.73     0.00   353215     0.00     0.00  luke::Forces::Forces()
  0.00      0.73     0.00   351492     0.00     0.00  arma::Mat<double>::~Mat()
  0.00      0.73     0.00   349324     0.00     0.00  std::__array_traits<double, 6ul>::_S_ref(double const (&) [6], unsigned long)
  0.00      0.73     0.00   349324     0.00     0.00  std::array<double, 6ul>::operator[](unsigned long)
  0.00      0.73     0.00   344623     0.00     0.00  luke::update_all(mjModel_ const*, mjData_*)
  0.00      0.73     0.00   344623     0.00     0.00  luke::update_stepper(mjModel_ const*, mjData_*)
  0.00      0.73     0.00   344600     0.00     0.00  luke::after_step(mjModel_*, mjData_*)
  0.00      0.73     0.00   344600     0.00     0.00  luke::before_step(mjModel_*, mjData_*)
  0.00      0.73     0.00   344600     0.00     0.00  luke::is_target_step()
  0.00      0.73     0.00   344600     0.00     0.00  luke::is_target_reached()
  0.00      0.73     0.00   344600     0.00     0.00  luke::control(mjModel_ const*, mjData_*)
  0.00      0.73     0.00   344600     0.00     0.00  MjClass::monitor_sensors()
  0.00      0.73     0.00   344600     0.00     0.00  MjClass::step()
  0.00      0.73     0.00   338336     0.00     0.00  __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::base() const
  0.00      0.73     0.00   267112     0.00     0.00  float* std::__niter_base<float*>(float*)
  0.00      0.73     0.00   249294     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator()
  0.00      0.73     0.00   230208     0.00     0.00  __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&)
  0.00      0.73     0.00   230108     0.00     0.00  luke::Gripper::step_to(double, double, double)
  0.00      0.73     0.00   227543     0.00     0.00  std::vector<float, std::allocator<float> >::size() const
  0.00      0.73     0.00   227436     0.00     0.00  arma::Col<double>::~Col()
  0.00      0.73     0.00   215375     0.00     0.00  luke::myNum::init(double*, int, int)
  0.00      0.73     0.00   194883     0.00     0.00  luke::swap(luke::myNum&, luke::myNum&)
  0.00      0.73     0.00   194883     0.00     0.00  luke::myNum::operator=(luke::myNum)
  0.00      0.73     0.00   194883     0.00     0.00  std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<double*> >, std::is_move_constructible<double*>, std::is_move_assignable<double*> >::value, void>::type std::swap<double*>(double*&, double*&)
  0.00      0.73     0.00   165408     0.00     0.00  arma::Col<double>::Col(double*, unsigned long long, bool, bool)
  0.00      0.73     0.00   165408     0.00     0.00  arma::Mat<double>::Mat(double*, unsigned long long, unsigned long long, bool, bool)
  0.00      0.73     0.00   133803     0.00     0.00  __gnu_cxx::new_allocator<float>::~new_allocator()
  0.00      0.73     0.00   133803     0.00     0.00  std::allocator<float>::~allocator()
  0.00      0.73     0.00   127159     0.00     0.00  __gnu_cxx::new_allocator<float>::max_size() const
  0.00      0.73     0.00   124056     0.00     0.00  arma::Proxy<arma::Col<double> >::Proxy(arma::Col<double> const&)
  0.00      0.73     0.00   122118     0.00     0.00  std::move_iterator<float*>::base() const
  0.00      0.73     0.00   122118     0.00     0.00  std::move_iterator<float*>::move_iterator(float*)
  0.00      0.73     0.00   122118     0.00     0.00  decltype (__miter_base(({parm#1}.base)())) std::__miter_base<float*>(std::move_iterator<float*>)
  0.00      0.73     0.00   122118     0.00     0.00  float* std::__miter_base<float*>(float*)
  0.00      0.73     0.00   114863     0.00     0.00  luke::Gripper::step_to(luke::Gripper, int)
  0.00      0.73     0.00   110272     0.00     0.00  luke::SlidingWindow<float>::add(float)
  0.00      0.73     0.00    97822     0.00     0.00  void std::_Destroy_aux<true>::__destroy<float*>(float*, float*)
  0.00      0.73     0.00    97822     0.00     0.00  void std::_Destroy<float*>(float*, float*)
